name,type,value,date,color
Litecoin,$54.67 LTC,3060676463,2017-10-29,#7d7d7d
Litecoin,$53.51 LTC,3064779526,2018-10-14,#7d7d7d
Litecoin,$53.43 LTC,3112806425,2018-10-21,#7d7d7d
Litecoin,$53.27 LTC,3197781808,2018-09-09,#7d7d7d
Litecoin,$52.49 LTC,2832001431,2017-10-08,#7d7d7d
Monero,$52.37 XMR,857729185,2017-06-11,#f56f00
Litecoin,$52.36 LTC,2574185219,2017-07-09,#7d7d7d
NEO,$52.32 NEO,3440677500,2018-05-27,#00db1d
Litecoin,$52.32 LTC,3036594687,2018-11-11,#7d7d7d
Omni,$52.1 OMNI,32479851,2014-03-02,#281c9b
Litecoin,$52.05 LTC,3060378328,2018-10-28,#7d7d7d
Litecoin,$51.8 LTC,3220428680,2017-08-27,#7d7d7d
NEO,$51.13 NEO,2971065500,2018-06-10,#00db1d
Litecoin,$50.99 LTC,3164416254,2018-11-04,#7d7d7d
Ethereum,$50.77 ETH,4553738462,2017-03-26,#3c3c3d
Ethereum,$50.74 ETH,4404475423,2017-04-02,#3c3c3d
Monero,$50.49 XMR,726590857,2017-06-18,#f56f00
NEO,$50.34 NEO,3074773000,2018-04-01,#00db1d
NEO,$49.74 NEO,4427436000,2017-12-17,#00db1d
Monero,$49.38 XMR,713062037,2017-08-13,#f56f00
Litecoin,$49.25 LTC,2527746379,2017-09-24,#7d7d7d
Ethereum,$49.04 ETH,4422644315,2017-04-16,#3c3c3d
Ethereum,$48.59 ETH,4412126295,2017-04-23,#3c3c3d
Monero,$48.57 XMR,712456077,2017-08-06,#f56f00
Litecoin,$48.23 LTC,2568944479,2017-09-17,#7d7d7d
Monero,$47.84 XMR,673946787,2017-06-25,#f56f00
Litecoin,$47.44 LTC,2376272925,2017-06-18,#7d7d7d
Litecoin,$46.85 LTC,2360943929,2017-08-06,#7d7d7d
Monero,$46.69 XMR,661789785,2017-07-09,#f56f00
Litecoin,$46.63 LTC,2296964811,2017-07-23,#7d7d7d
Litecoin,$46.57 LTC,2402845047,2017-08-13,#7d7d7d
NEO,$46.54 NEO,3197343500,2018-04-08,#00db1d
Litecoin,$45.38 LTC,2429290296,2017-08-20,#7d7d7d
Monero,$44.64 XMR,632586036,2017-07-23,#f56f00
Litecoin,$44.49 LTC,2271527610,2017-06-25,#7d7d7d
Ethereum,$44.28 ETH,3918563431,2017-04-09,#3c3c3d
Monero,$43.95 XMR,588802954,2017-07-30,#f56f00
Dash,$43.14 DASH,302400297,2017-03-05,#008de4
NEO,$43.01 NEO,2583906000,2017-11-19,#00db1d
Monero,$42.34 XMR,625242551,2017-06-04,#f56f00
Litecoin,$42.09 LTC,2506544510,2018-11-18,#7d7d7d
BitBar,$42.02 BTB,128439,2013-05-19,#f2a900
Zcash,$41.67 ZEC,31578679,2017-03-05,#f2ca07
Litecoin,$41.18 LTC,2111806255,2017-07-30,#7d7d7d
Monero,$40.94 XMR,629999041,2017-07-02,#f56f00
Litecoin,$40.57 LTC,817326653,2013-12-01,#7d7d7d
Omni,$40.48 OMNI,21669526,2014-04-27,#281c9b
Zcash,$39.88 ZEC,34167724,2017-03-12,#f2ca07
NEO,$39.63 NEO,1909275000,2017-08-20,#00db1d
Omni,$39.33 OMNI,25107939,2014-03-23,#281c9b
NEO,$39.27 NEO,2543157500,2018-07-08,#00db1d
Litecoin,$38.95 LTC,2153776659,2017-07-02,#7d7d7d
Litecoin,$38.92 LTC,2128387551,2017-07-16,#7d7d7d
NEO,$38.58 NEO,2004660000,2017-08-27,#00db1d
NEO,$38.57 NEO,2519387000,2018-06-17,#00db1d
Eth Classic,$38.57 ETC,3645681506,2018-02-25,#19c83b
NEO,$38.04 NEO,2498866500,2017-11-26,#00db1d
Omni,$37.48 OMNI,23182292,2014-04-06,#281c9b
